CREATE 5374
EDGE 2045 3900 908
EDGE 2046 4386 983
EDGE 2046 2047 980
EDGE 2047 2421 832
EDGE 2047 3050 842
EDGE 2047 3277 932
EDGE 2047 2725 900
EDGE 2047 3069 953
EDGE 2047 4592 803
EDGE 2047 4551 922
EDGE 2047 4266 838
EDGE 2048 2466 885
EDGE 2048 4577 984
EDGE 2048 2285 841
EDGE 2048 2049 801
EDGE 2049 2305 867
EDGE 2050 2051 958
EDGE 2051 3519 900
EDGE 2052 4443 976
EDGE 2053 2714 810
EDGE 2053 2054 875
EDGE 2054 2582 966
EDGE 2054 3108 832
EDGE 2056 3285 996
EDGE 2056 3564 853
EDGE 2056 3169 820
EDGE 2056 2733 858
EDGE 2056 2057 825
EDGE 2057 3285 965
EDGE 2057 3537 889
EDGE 2057 2844 850
EDGE 2059 2060 834
EDGE 2060 2917 894
EDGE 2060 4503 978
EDGE 2060 2991 958
EDGE 2060 2773 911
EDGE 2061 2470 992
EDGE 2061 2913 910
EDGE 2062 2565 863
EDGE 2062 2564 932
EDGE 2062 2063 995
EDGE 2063 2554 873
EDGE 2063 2724 803
EDGE 2064 2365 973
EDGE 2064 2664 871
EDGE 2064 2220 905
EDGE 2065 2202 980
EDGE 2065 2066 811
EDGE 2066 2156 921
EDGE 2066 3404 897
EDGE 2066 3469 912
EDGE 2066 2170 874
EDGE 2067 2692 928
EDGE 2067 2068 841
EDGE 2068 3561 957
EDGE 2069 3100 823
EDGE 2069 2070 920
EDGE 2070 3168 922
EDGE 2070 2415 802
EDGE 2071 2981 874
EDGE 2072 2089 975
EDGE 2072 2576 967
EDGE 2072 2073 905
EDGE 2073 2615 981
EDGE 2074 2280 953
EDGE 2074 2075 964
EDGE 2075 3422 913
EDGE 2076 2301 896
EDGE 2076 3192 978
EDGE 2076 2922 863
EDGE 2077 2265 917
EDGE 2077 2078 931
EDGE 2078 4095 900
EDGE 2078 2676 941
EDGE 2078 4770 806
EDGE 2078 2541 921
EDGE 2078 3477 978
EDGE 2078 2307 933
EDGE 2078 3409 971
EDGE 2079 4495 820
EDGE 2079 3312 971
EDGE 2079 3570 897
EDGE 2079 3060 980
EDGE 2079 3259 807
EDGE 2079 3170 820
EDGE 2079 2478 971
EDGE 2079 2435 826
EDGE 2079 2080 882
EDGE 2080 3172 922
EDGE 2081 3114 902
EDGE 2081 2082 905
EDGE 2082 3798 897
EDGE 2082 4543 868
EDGE 2083 3017 904
EDGE 2083 2084 895
EDGE 2084 3339 983
EDGE 2085 2151 914
EDGE 2085 2086 823
EDGE 2086 3037 896
EDGE 2086 2871 819
EDGE 2087 2521 981
EDGE 2088 3235 913
EDGE 2088 2124 823
EDGE 2088 2089 955
EDGE 2089 3005 882
EDGE 2090 4443 975
EDGE 2090 3151 814
EDGE 2090 3154 887
EDGE 2091 2872 974
EDGE 2091 3510 969
EDGE 2091 2092 975
EDGE 2093 2979 867
EDGE 2093 2094 897
EDGE 2094 2476 973
EDGE 2095 3204 871
EDGE 2095 2096 894
EDGE 2096 3237 881
EDGE 2096 3602 809
EDGE 2097 2196 820
EDGE 2098 2183 854
EDGE 2098 2099 953
EDGE 2099 3184 856
EDGE 2100 2319 808
EDGE 2100 2323 973
EDGE 2100 3033 951
EDGE 2100 2648 905
EDGE 2100 2101 998
EDGE 2101 3222 916
EDGE 2101 2764 954
EDGE 2101 2648 855
EDGE 2102 2692 997
EDGE 2102 2766 855
EDGE 2102 2103 817
EDGE 2103 3508 892
EDGE 2103 2343 816
EDGE 2104 2557 943
EDGE 2104 2744 883
EDGE 2104 2386 970
EDGE 2104 2105 923
EDGE 2105 2558 973
EDGE 2106 2341 891
EDGE 2107 3131 953
EDGE 2108 3003 940
EDGE 2108 2790 812
EDGE 2109 3202 934
EDGE 2109 2110 902
EDGE 2110 2883 862
EDGE 2111 3465 843
EDGE 2111 2321 991
EDGE 2111 2112 913
EDGE 2112 2269 978
EDGE 2113 2435 849
EDGE 2113 2388 810
EDGE 2113 3120 873
EDGE 2113 2256 831
EDGE 2113 3054 836
EDGE 2113 2712 883
EDGE 2113 2114 838
EDGE 2114 2638 952
EDGE 2115 2284 957
EDGE 2115 2116 802
EDGE 2116 3238 979
EDGE 2118 2672 942
EDGE 2118 2119 939
EDGE 2119 3201 993
EDGE 2119 2390 940
EDGE 2119 2210 992
EDGE 2120 2238 831
EDGE 2120 2237 914
EDGE 2120 2121 997
EDGE 2121 2381 924
EDGE 2121 3040 888
EDGE 2121 2397 918
EDGE 2121 4399 829
EDGE 2121 2474 821
EDGE 2122 2228 822
EDGE 2122 2469 839
EDGE 2122 2168 827
EDGE 2122 2201 937
EDGE 2122 2123 919
EDGE 2123 4268 959
EDGE 2124 4811 908
EDGE 2124 2681 954
EDGE 2124 2615 857
EDGE 2125 2383 979
EDGE 2126 2442 909
EDGE 2126 2551 981
EDGE 2126 2127 919
EDGE 2127 2266 907
EDGE 2127 2766 820
EDGE 2127 3136 821
EDGE 2127 3206 828
EDGE 2127 2785 975
EDGE 2127 2128 932
EDGE 2127 2490 988
EDGE 2128 3136 827
EDGE 2128 2411 986
EDGE 2128 2129 966
EDGE 2129 2149 850
EDGE 2129 3291 981
EDGE 2130 2601 999
EDGE 2131 2467 813
EDGE 2131 2132 862
EDGE 2132 4315 982
EDGE 2132 2963 807
EDGE 2133 2134 939
EDGE 2134 4806 869
EDGE 2134 2268 994
EDGE 2134 4353 885
EDGE 2135 2136 813
EDGE 2136 2803 909
EDGE 2137 2906 880
EDGE 2137 2546 974
EDGE 2137 3316 926
EDGE 2137 2138 974
EDGE 2138 3276 818
EDGE 2138 3149 947
EDGE 2139 3164 912
EDGE 2139 3342 995
EDGE 2139 2493 874
EDGE 2140 3922 956
EDGE 2140 2141 916
EDGE 2141 3104 919
EDGE 2141 2295 907
EDGE 2142 2722 919
EDGE 2142 2825 818
EDGE 2142 2820 845
EDGE 2142 2143 953
EDGE 2143 2722 923
EDGE 2144 2437 807
EDGE 2144 2145 878
EDGE 2145 2718 932
EDGE 2146 2882 873
EDGE 2146 2147 906
EDGE 2147 2502 819
EDGE 2147 3345 823
EDGE 2147 2250 941
EDGE 2148 3292 857
EDGE 2148 2236 941
EDGE 2148 3419 872
EDGE 2148 3511 922
EDGE 2149 3919 989
EDGE 2149 2982 919
EDGE 2149 2150 928
EDGE 2151 3791 978
EDGE 2151 2862 987
EDGE 2151 2249 815
EDGE 2152 3475 874
EDGE 2152 2153 835
EDGE 2153 2342 939
EDGE 2154 2155 889
EDGE 2155 3134 928
EDGE 2155 4388 831
EDGE 2155 2646 848
EDGE 2156 2714 996
EDGE 2156 2157 928
EDGE 2157 2204 959
EDGE 2158 2427 944
EDGE 2158 2159 922
EDGE 2160 3763 935
EDGE 2160 2293 888
EDGE 2160 2951 985
EDGE 2160 2161 893
EDGE 2161 4145 909
EDGE 2161 2952 909
EDGE 2162 4559 890
EDGE 2162 2487 962
EDGE 2163 3016 930
EDGE 2163 3476 840
EDGE 2163 2890 892
EDGE 2163 3243 978
EDGE 2163 2164 928
EDGE 2164 2244 821
EDGE 2165 4718 999
EDGE 2165 4564 838
EDGE 2165 3314 879
EDGE 2165 2177 862
EDGE 2165 3367 943
EDGE 2165 2378 807
EDGE 2165 2321 916
EDGE 2165 2166 911
EDGE 2166 2640 862
EDGE 2167 3415 852
EDGE 2167 2822 811
EDGE 2167 2168 861
EDGE 2168 2896 895
EDGE 2168 2707 933
EDGE 2168 3205 803
EDGE 2168 2886 850
EDGE 2168 3142 839
EDGE 2168 2348 844
EDGE 2169 2985 892
EDGE 2169 3386 953
EDGE 2169 2857 973
EDGE 2169 2633 951
EDGE 2169 2170 945
EDGE 2170 2948 982
EDGE 2170 2468 875
EDGE 2171 3080 906
EDGE 2171 2172 967
EDGE 2172 2612 988
EDGE 2172 3045 802
EDGE 2173 2174 906
EDGE 2175 2176 840
EDGE 2176 3443 974
EDGE 2176 2320 908
EDGE 2176 2347 833
EDGE 2177 2587 925
EDGE 2177 3654 984
EDGE 2177 2640 820
EDGE 2178 3368 854
EDGE 2178 3546 912
EDGE 2178 2874 870
EDGE 2178 3485 986
EDGE 2178 2179 964
EDGE 2179 5253 827
EDGE 2179 2937 956
EDGE 2180 3949 987
EDGE 2180 2526 936
EDGE 2180 2763 838
EDGE 2180 2556 870
EDGE 2181 3000 959
EDGE 2181 3373 973
EDGE 2181 2182 893
EDGE 2182 3031 829
EDGE 2184 2551 858
EDGE 2184 2185 829
EDGE 2186 4649 927
EDGE 2186 4609 932
EDGE 2186 3369 838
EDGE 2186 2187 991
EDGE 2188 2885 828
EDGE 2189 3363 821
EDGE 2189 2190 954
EDGE 2190 3145 854
EDGE 2191 2973 814
EDGE 2191 2529 874
EDGE 2191 2192 900
EDGE 2192 3379 844
EDGE 2192 3063 903
EDGE 2192 2223 968
EDGE 2192 2211 865
EDGE 2193 3494 893
EDGE 2193 2629 971
EDGE 2193 3377 954
EDGE 2193 2194 909
EDGE 2194 3428 832
EDGE 2195 2593 994
EDGE 2196 3477 871
EDGE 2197 2630 824
EDGE 2197 2631 949
EDGE 2198 3546 809
EDGE 2198 2954 918
EDGE 2198 2199 879
EDGE 2199 3911 822
EDGE 2199 3544 877
EDGE 2200 2946 821
EDGE 2201 2220 986
EDGE 2202 3263 977
EDGE 2202 3160 903
EDGE 2202 2203 983
EDGE 2203 3035 814
EDGE 2203 2274 932
EDGE 2204 2985 870
EDGE 2204 3776 907
EDGE 2204 3193 870
EDGE 2204 2205 899
EDGE 2206 4433 868
EDGE 2206 2207 802
EDGE 2208 2209 905
EDGE 2209 2887 914
EDGE 2209 2679 912
EDGE 2209 2278 863
EDGE 2210 2454 876
EDGE 2210 2274 991
EDGE 2211 2261 894
EDGE 2211 2384 818
EDGE 2211 2212 966
EDGE 2212 2275 804
EDGE 2213 4327 862
EDGE 2213 2214 938
EDGE 2214 2865 987
EDGE 2214 2711 989
EDGE 2214 2678 817
EDGE 2215 2916 911
EDGE 2217 2736 858
EDGE 2218 2308 965
EDGE 2218 4106 979
EDGE 2218 2570 859
EDGE 2218 2219 950
EDGE 2220 2577 919
EDGE 2220 2879 942
EDGE 2220 2245 950
EDGE 2220 2247 968
EDGE 2220 2769 811
EDGE 2220 2221 998
EDGE 2221 2635 918
EDGE 2222 2967 914
EDGE 2222 2370 960
EDGE 2222 2223 884
EDGE 2223 3379 984
EDGE 2223 3106 953
EDGE 2224 2696 948
EDGE 2224 2225 968
EDGE 2225 2379 924
EDGE 2227 2884 812
EDGE 2227 2662 885
EDGE 2229 3140 971
EDGE 2229 2230 874
EDGE 2230 3488 943
EDGE 2230 2482 808
EDGE 2231 2497 850
EDGE 2232 2286 978
EDGE 2232 2330 925
EDGE 2232 3270 989
EDGE 2232 2233 924
EDGE 2233 2330 881
EDGE 2233 3202 881
EDGE 2234 2235 801
EDGE 2235 4736 873
EDGE 2235 2733 872
EDGE 2235 4275 824
EDGE 2235 4365 896
EDGE 2235 3605 988
EDGE 2235 2452 901
EDGE 2236 2826 910
EDGE 2237 3035 951
EDGE 2237 3040 857
EDGE 2237 3392 963
EDGE 2237 3582 898
EDGE 2237 3144 892
EDGE 2237 2274 970
EDGE 2237 2238 958
EDGE 2238 2390 993
EDGE 2239 2240 961
EDGE 2240 3233 835
EDGE 2241 2368 815
EDGE 2241 2242 962
EDGE 2243 4382 840
EDGE 2243 3061 815
EDGE 2243 2661 977
EDGE 2243 2244 800
EDGE 2244 3598 816
EDGE 2245 2796 803
EDGE 2245 2255 944
EDGE 2245 2246 950
EDGE 2246 3439 872
EDGE 2246 3276 951
EDGE 2246 3149 996
EDGE 2246 2577 967
EDGE 2246 3536 896
EDGE 2249 2920 805
EDGE 2250 2623 989
EDGE 2250 4627 897
EDGE 2250 3824 824
EDGE 2250 4410 883
EDGE 2250 3742 968
EDGE 2250 2527 956
EDGE 2250 2251 916
EDGE 2252 4610 896
EDGE 2252 3167 814
EDGE 2252 2632 968
EDGE 2252 2253 874
EDGE 2254 3529 845
EDGE 2254 2796 808
EDGE 2254 2853 961
EDGE 2254 2255 814
EDGE 2256 2941 947
EDGE 2256 3886 822
EDGE 2256 3516 952
EDGE 2256 3054 827
EDGE 2256 2997 935
EDGE 2256 2638 990
EDGE 2257 2821 942
EDGE 2257 2258 918
EDGE 2259 2900 933
EDGE 2259 3889 951
EDGE 2259 3093 900
EDGE 2259 3324 980
EDGE 2259 2260 824
EDGE 2260 2880 907
EDGE 2260 2503 900
EDGE 2261 2550 969
EDGE 2261 2590 906
EDGE 2261 3378 871
EDGE 2261 3407 982
EDGE 2261 2873 941
EDGE 2261 2384 854
EDGE 2262 3418 803
EDGE 2262 3157 988
EDGE 2262 2263 946
EDGE 2264 2306 903
EDGE 2264 2265 903
EDGE 2265 3290 888
EDGE 2266 3291 825
EDGE 2266 2267 991
EDGE 2268 3271 998
EDGE 2269 3367 895
EDGE 2270 3176 951
EDGE 2270 2856 865
EDGE 2270 3178 853
EDGE 2270 2271 964
EDGE 2271 2856 956
EDGE 2271 2426 911
EDGE 2272 2277 902
EDGE 2272 2783 825
EDGE 2272 2758 914
EDGE 2272 2273 984
EDGE 2273 2762 810
EDGE 2273 2364 837
EDGE 2273 2277 812
EDGE 2274 2454 803
EDGE 2274 3201 807
EDGE 2274 3057 852
EDGE 2274 2529 809
EDGE 2275 4114 961
EDGE 2275 2813 915
EDGE 2275 2651 981
EDGE 2275 3469 826
EDGE 2275 2406 896
EDGE 2275 2279 928
EDGE 2275 2276 955
EDGE 2276 2813 953
EDGE 2276 2572 988
EDGE 2276 2279 994
EDGE 2276 3469 955
EDGE 2278 3195 962
EDGE 2278 2679 840
EDGE 2279 3731 872
EDGE 2279 3861 812
EDGE 2279 2813 980
EDGE 2279 2628 975
EDGE 2279 2370 812
EDGE 2280 2720 884
EDGE 2281 3875 957
EDGE 2281 2282 881
EDGE 2283 2914 949
EDGE 2283 2284 969
EDGE 2285 3025 814
EDGE 2285 2337 842
EDGE 2285 2286 972
EDGE 2287 2915 921
EDGE 2287 2288 949
EDGE 2288 3060 979
EDGE 2289 3310 968
EDGE 2290 2291 898
EDGE 2291 2778 904
EDGE 2292 2322 978
EDGE 2293 2855 852
EDGE 2293 2294 996
EDGE 2294 3503 856
EDGE 2294 3656 899
EDGE 2295 3393 888
EDGE 2295 4863 806
EDGE 2295 3797 946
EDGE 2295 2695 853
EDGE 2295 2296 907
EDGE 2297 2824 845
EDGE 2297 4444 967
EDGE 2297 3690 861
EDGE 2297 2298 907
EDGE 2298 2723 863
EDGE 2298 3666 925
EDGE 2298 3688 981
EDGE 2299 2945 957
EDGE 2299 2779 990
EDGE 2299 2300 937
EDGE 2300 3164 818
EDGE 2300 2488 861
EDGE 2300 3347 976
EDGE 2301 3431 860
EDGE 2302 2797 880
EDGE 2302 3509 865
EDGE 2302 3754 877
EDGE 2302 2494 940
EDGE 2302 2303 919
EDGE 2303 4517 855
EDGE 2303 4847 989
EDGE 2303 4384 922
EDGE 2303 2609 894
EDGE 2304 4694 978
EDGE 2304 2305 986
EDGE 2305 4807 904
EDGE 2305 3566 932
EDGE 2306 2566 953
EDGE 2306 3107 821
EDGE 2306 2541 970
EDGE 2306 2307 910
EDGE 2308 4506 818
EDGE 2308 2309 911
EDGE 2309 2962 824
EDGE 2310 2712 820
EDGE 2310 2549 863
EDGE 2310 2311 901
EDGE 2312 3000 811
EDGE 2313 2314 988
EDGE 2314 2972 952
EDGE 2315 2940 965
EDGE 2315 2316 954
EDGE 2316 2542 932
EDGE 2316 3300 934
EDGE 2318 2498 822
EDGE 2319 3460 896
EDGE 2319 2320 873
EDGE 2320 2443 871
EDGE 2320 3623 890
EDGE 2321 4480 843
EDGE 2321 2616 988
EDGE 2321 3992 873
EDGE 2322 3209 978
EDGE 2322 3033 968
EDGE 2322 3348 809
EDGE 2322 2323 934
EDGE 2324 2606 817
EDGE 2324 2325 956
EDGE 2325 3298 803
EDGE 2326 2829 974
EDGE 2326 3430 941
EDGE 2326 3118 881
EDGE 2326 2327 923
EDGE 2327 2996 956
EDGE 2328 2430 930
EDGE 2328 2674 813
EDGE 2328 2576 947
EDGE 2329 2653 880
EDGE 2329 2432 800
EDGE 2330 2472 961
EDGE 2330 2962 808
EDGE 2330 2331 847
EDGE 2331 2697 996
EDGE 2332 2814 892
EDGE 2332 3044 963
EDGE 2332 3056 918
EDGE 2333 2334 991
EDGE 2334 3111 864
EDGE 2335 2485 883
EDGE 2335 4287 870
EDGE 2335 2540 913
EDGE 2336 2863 836
EDGE 2336 2436 975
EDGE 2336 2337 864
EDGE 2337 2438 980
EDGE 2338 2761 876
EDGE 2338 2339 847
EDGE 2340 4247 827
EDGE 2340 3625 875
EDGE 2340 2938 888
EDGE 2340 2776 954
EDGE 2340 2341 864
EDGE 2341 3484 927
EDGE 2344 2345 875
EDGE 2345 2902 841
EDGE 2347 2348 897
EDGE 2348 3222 905
EDGE 2348 3443 828
EDGE 2349 2565 919
EDGE 2349 2382 940
EDGE 2349 2350 935
EDGE 2350 3809 954
EDGE 2350 2942 988
EDGE 2350 3668 926
EDGE 2350 2382 803
EDGE 2350 3048 929
EDGE 2350 3748 854
EDGE 2351 3264 822
EDGE 2352 2464 968
EDGE 2352 3535 958
EDGE 2352 2353 810
EDGE 2354 3141 917
EDGE 2354 2355 854
EDGE 2355 2835 814
EDGE 2355 2364 958
EDGE 2355 3899 862
EDGE 2356 4883 897
EDGE 2356 4080 838
EDGE 2356 2357 835
EDGE 2357 3114 931
EDGE 2358 2527 925
EDGE 2358 2359 911
EDGE 2360 3163 809
EDGE 2360 3015 863
EDGE 2360 2484 987
EDGE 2360 2560 905
EDGE 2360 2361 956
EDGE 2361 3473 974
EDGE 2362 2941 980
EDGE 2362 2363 854
EDGE 2363 2868 927
EDGE 2364 2548 903
EDGE 2365 2879 984
EDGE 2366 2506 838
EDGE 2366 2367 963
EDGE 2368 2369 846
EDGE 2369 3459 935
EDGE 2370 2406 897
EDGE 2370 3407 837
EDGE 2370 2812 847
EDGE 2371 3491 892
EDGE 2371 2372 858
EDGE 2372 3122 866
EDGE 2373 2374 860
EDGE 2374 2723 959
EDGE 2375 2661 942
EDGE 2375 3362 844
EDGE 2375 2376 877
EDGE 2376 2500 967
EDGE 2377 3435 929
EDGE 2377 2984 809
EDGE 2377 2378 825
EDGE 2378 2640 943
EDGE 2378 4756 853
EDGE 2380 3738 879
EDGE 2380 2381 849
EDGE 2381 4399 808
EDGE 2382 2942 863
EDGE 2383 2872 825
EDGE 2383 2493 855
EDGE 2383 2384 915
EDGE 2385 3348 913
EDGE 2385 2707 806
EDGE 2387 3410 874
EDGE 2387 2388 926
EDGE 2388 3281 815
EDGE 2388 3362 937
EDGE 2388 3045 957
EDGE 2388 2478 931
EDGE 2389 2425 933
EDGE 2389 2390 880
EDGE 2390 2852 813
EDGE 2390 3392 926
EDGE 2390 2683 867
EDGE 2391 3115 922
EDGE 2391 3713 873
EDGE 2391 2392 814
EDGE 2394 2738 832
EDGE 2395 3062 861
EDGE 2395 2799 825
EDGE 2395 3265 831
EDGE 2395 2691 940
EDGE 2395 3055 977
EDGE 2395 2396 941
EDGE 2396 3213 810
EDGE 2397 2582 999
EDGE 2397 2931 853
EDGE 2397 2929 879
EDGE 2397 2398 972
EDGE 2398 3144 811
EDGE 2399 2400 935
EDGE 2400 3269 923
EDGE 2400 3848 839
EDGE 2401 2444 875
EDGE 2401 3693 907
EDGE 2401 2749 861
EDGE 2401 2509 893
EDGE 2402 2871 891
EDGE 2402 2403 951
EDGE 2403 2717 917
EDGE 2404 2405 988
EDGE 2405 2889 930
EDGE 2405 3333 854
EDGE 2405 2856 856
EDGE 2405 2927 809
EDGE 2407 2594 913
EDGE 2407 2408 841
EDGE 2408 3196 842
EDGE 2408 5009 984
EDGE 2409 2900 960
EDGE 2409 2410 838
EDGE 2410 2674 913
EDGE 2411 3827 808
EDGE 2412 3129 980
EDGE 2412 2413 954
EDGE 2413 3491 931
EDGE 2413 3003 941
EDGE 2413 2828 861
EDGE 2414 3427 968
EDGE 2415 2418 920
EDGE 2416 3119 850
EDGE 2416 2417 986
EDGE 2417 2824 854
EDGE 2418 3074 872
EDGE 2418 3168 947
EDGE 2418 3226 839
EDGE 2419 3532 985
EDGE 2419 2893 961
EDGE 2419 2572 939
EDGE 2419 2420 897
EDGE 2420 2521 925
EDGE 2422 2966 926
EDGE 2422 2423 999
EDGE 2423 2440 822
EDGE 2424 2684 964
EDGE 2424 2454 975
EDGE 2424 3073 935
EDGE 2424 2425 824
EDGE 2425 2968 885
EDGE 2426 2659 915
EDGE 2426 4666 945
EDGE 2426 4271 824
EDGE 2426 2694 910
EDGE 2427 2428 902
EDGE 2428 2813 986
EDGE 2428 2934 859
EDGE 2429 2430 831
EDGE 2431 2938 923
EDGE 2431 2432 919
EDGE 2432 2743 977
EDGE 2432 2738 975
EDGE 2433 4433 836
EDGE 2433 2434 868
EDGE 2436 2673 999
EDGE 2437 3078 913
EDGE 2438 2863 825
EDGE 2438 3568 809
EDGE 2439 2842 867
EDGE 2439 2440 859
EDGE 2441 2442 982
EDGE 2442 3979 978
EDGE 2442 3622 850
EDGE 2442 2476 858
EDGE 2443 4556 937
EDGE 2443 2926 833
EDGE 2443 2993 919
EDGE 2443 3175 969
EDGE 2443 3165 803
EDGE 2444 2839 815
EDGE 2445 2693 851
EDGE 2445 2446 803
EDGE 2446 3601 932
EDGE 2446 3370 863
EDGE 2446 3678 983
EDGE 2447 2927 855
EDGE 2447 2448 909
EDGE 2448 2743 997
EDGE 2450 2580 971
EDGE 2450 2451 956
EDGE 2451 4943 806
EDGE 2452 2626 860
EDGE 2454 2684 935
EDGE 2455 3611 857
EDGE 2455 3302 926
EDGE 2456 4384 900
EDGE 2456 2457 885
EDGE 2458 3299 957
EDGE 2459 3423 833
EDGE 2460 3044 957
EDGE 2460 2461 853
EDGE 2461 2869 822
EDGE 2462 3215 974
EDGE 2462 2463 931
EDGE 2463 4453 881
EDGE 2463 3021 805
EDGE 2464 3174 908
EDGE 2465 3016 969
EDGE 2465 2466 839
EDGE 2467 4739 980
EDGE 2468 2985 938
EDGE 2468 2633 844
EDGE 2468 3361 846
EDGE 2468 2857 832
EDGE 2469 3529 979
EDGE 2469 2896 877
EDGE 2470 2471 946
EDGE 2471 2559 939
EDGE 2471 3368 801
EDGE 2471 3507 954
EDGE 2471 3189 984
EDGE 2472 4958 839
EDGE 2472 3339 954
EDGE 2473 4399 901
EDGE 2473 2852 890
EDGE 2473 2474 805
EDGE 2476 3193 815
EDGE 2476 3450 943
EDGE 2476 2538 834
EDGE 2476 3264 911
EDGE 2477 3382 995
EDGE 2477 2612 861
EDGE 2477 2478 875
EDGE 2478 2612 896
EDGE 2479 3374 988
EDGE 2479 3051 856
EDGE 2479 2480 954
EDGE 2481 4698 988
EDGE 2481 3023 804
EDGE 2481 3587 947
EDGE 2481 2482 995
EDGE 2482 3008 980
EDGE 2483 3136 892
EDGE 2483 3099 840
EDGE 2483 2484 937
EDGE 2484 3234 905
EDGE 2484 3136 913
EDGE 2485 3847 918
EDGE 2485 3880 862
EDGE 2485 3991 858
EDGE 2485 2520 999
EDGE 2485 2486 905
EDGE 2486 3225 948
EDGE 2486 2540 927
EDGE 2487 2634 998
EDGE 2488 2821 874
EDGE 2488 2522 872
EDGE 2488 2489 913
EDGE 2490 3162 931
EDGE 2491 2882 908
EDGE 2491 2492 872
EDGE 2492 4453 902
EDGE 2492 4421 877
EDGE 2492 3921 979
EDGE 2492 4200 964
EDGE 2492 3985 910
EDGE 2492 3215 873
EDGE 2493 3004 925
EDGE 2494 2927 827
EDGE 2494 2730 917
EDGE 2495 2758 943
EDGE 2495 2737 902
EDGE 2495 2496 909
EDGE 2496 2712 924
EDGE 2497 2498 825
EDGE 2499 4443 930
EDGE 2499 4223 941
EDGE 2499 3725 983
EDGE 2499 3154 859
EDGE 2499 3145 809
EDGE 2499 2500 878
EDGE 2501 2756 820
EDGE 2501 2502 973
EDGE 2503 3069 871
EDGE 2503 2725 870
EDGE 2503 3277 903
EDGE 2503 2528 909
EDGE 2504 2593 823
EDGE 2505 3302 900
EDGE 2505 2652 911
EDGE 2506 4596 821
EDGE 2506 3912 888
EDGE 2506 4263 834
EDGE 2506 3272 854
EDGE 2506 2655 874
EDGE 2507 3483 923
EDGE 2507 2508 908
EDGE 2509 2510 929
EDGE 2510 4533 848
EDGE 2511 2512 805
EDGE 2513 3627 857
EDGE 2513 2514 914
EDGE 2514 4958 864
EDGE 2515 3310 834
EDGE 2515 3190 836
EDGE 2516 2896 921
EDGE 2516 2926 857
EDGE 2516 2614 877
EDGE 2516 2589 898
EDGE 2516 2517 925
EDGE 2518 2715 814
EDGE 2518 2519 815
EDGE 2519 2993 814
EDGE 2520 4843 829
EDGE 2520 4183 925
EDGE 2521 5361 991
EDGE 2521 3451 984
EDGE 2521 3335 934
EDGE 2521 3255 826
EDGE 2521 3064 836
EDGE 2521 2893 972
EDGE 2523 3672 980
EDGE 2523 3583 833
EDGE 2523 3406 907
EDGE 2523 2524 865
EDGE 2524 2795 880
EDGE 2525 3581 852
EDGE 2525 2526 897
EDGE 2528 2556 815
EDGE 2529 3106 906
EDGE 2530 3487 881
EDGE 2530 2531 891
EDGE 2531 2971 917
EDGE 2531 3137 907
EDGE 2531 2658 839
EDGE 2532 3120 917
EDGE 2532 2533 899
EDGE 2534 2535 937
EDGE 2536 5190 847
EDGE 2536 2537 924
EDGE 2537 4182 830
EDGE 2537 2575 918
EDGE 2538 3532 828
EDGE 2538 2539 956
EDGE 2539 2985 930
EDGE 2542 2543 979
EDGE 2543 2976 938
EDGE 2543 4724 947
EDGE 2544 2545 837
EDGE 2545 4574 858
EDGE 2545 2702 967
EDGE 2547 4276 876
EDGE 2547 3342 997
EDGE 2547 2775 991
EDGE 2548 2549 840
EDGE 2549 3120 860
EDGE 2549 3028 891
EDGE 2550 3073 950
EDGE 2552 2553 871
EDGE 2553 3240 940
EDGE 2554 2555 934
EDGE 2555 3267 871
EDGE 2555 3668 913
EDGE 2555 2724 848
EDGE 2557 3013 881
EDGE 2557 2558 834
EDGE 2558 3003 941
EDGE 2561 3107 970
EDGE 2562 3206 986
EDGE 2562 2563 808
EDGE 2563 3426 931
EDGE 2564 3049 900
EDGE 2565 3750 941
EDGE 2565 2942 963
EDGE 2565 3268 885
EDGE 2566 2567 819
EDGE 2567 2902 815
EDGE 2567 3247 859
EDGE 2568 3306 889
EDGE 2568 2569 828
EDGE 2569 4133 896
EDGE 2570 2571 800
EDGE 2571 2687 827
EDGE 2572 3979 841
EDGE 2572 3874 896
EDGE 2573 3011 889
EDGE 2574 2575 913
EDGE 2575 3080 866
EDGE 2575 3405 801
EDGE 2575 2750 968
EDGE 2576 3877 909
EDGE 2577 2796 996
EDGE 2577 3536 844
EDGE 2578 2978 898
EDGE 2578 2861 988
EDGE 2578 2579 972
EDGE 2579 2911 999
EDGE 2580 4721 988
EDGE 2580 3239 899
EDGE 2580 3849 972
EDGE 2580 2620 925
EDGE 2580 2994 879
EDGE 2580 2581 971
EDGE 2581 2709 831
EDGE 2581 2865 878
EDGE 2583 2957 844
EDGE 2584 2759 988
EDGE 2585 3242 911
EDGE 2585 2996 851
EDGE 2585 2586 961
EDGE 2586 4301 969
EDGE 2587 2588 932
EDGE 2588 3879 995
EDGE 2588 3346 845
EDGE 2588 3816 869
EDGE 2589 3313 959
EDGE 2589 3746 910
EDGE 2589 2831 868
EDGE 2590 2591 816
EDGE 2591 3590 822
EDGE 2591 3176 862
EDGE 2591 3074 988
EDGE 2592 3060 934
EDGE 2593 3128 910
EDGE 2593 2918 917
EDGE 2593 2770 837
EDGE 2593 2607 937
EDGE 2594 2697 978
EDGE 2595 3019 895
EDGE 2595 2990 806
